name	Simulation_left_010_007_5M_bracken	Simulation_left_020_007_5M_bracken	Simulation_left_050_007_5M_bracken	Simulation_left_100_007_5M_bracken	Simulation_left_150_007_5M_bracken	Simulation_left_200_007_5M_bracken	Simulation_left_250_007_5M_bracken	Simulation_left_300_007_5M_bracken	Simulation_left_500_007_5M_bracken	Simulation_left_010_015M_bracken	Simulation_left_020_015M_bracken	Simulation_left_050_015M_bracken	Simulation_left_100_015M_bracken	Simulation_left_150_015M_bracken	Simulation_left_200_015M_bracken	Simulation_left_250_015M_bracken	Simulation_left_300_015M_bracken	Simulation_left_500_015M_bracken	Simulation_left_010_030M_bracken	Simulation_left_020_030M_bracken	Simulation_left_050_030M_bracken	Simulation_left_100_030M_bracken	Simulation_left_150_030M_bracken	Simulation_left_200_030M_bracken	Simulation_left_250_030M_bracken	Simulation_left_300_030M_bracken	Simulation_left_500_030M_bracken	Simulation_left_010_045M_bracken	Simulation_left_020_045M_bracken	Simulation_left_050_045M_bracken	Simulation_left_100_045M_bracken	Simulation_left_150_045M_bracken	Simulation_left_200_045M_bracken	Simulation_left_250_045M_bracken	Simulation_left_300_045M_bracken	Simulation_left_500_045M_bracken	Simulation_left_010_090M_bracken	Simulation_left_020_090M_bracken	Simulation_left_050_090M_bracken	Simulation_left_100_090M_bracken	Simulation_left_150_090M_bracken	Simulation_left_200_090M_bracken	Simulation_left_250_090M_bracken	Simulation_left_300_090M_bracken	Simulation_left_500_090M_bracken	Simulation_left_010_150M_bracken	Simulation_left_020_150M_bracken	Simulation_left_050_150M_bracken	Simulation_left_100_150M_bracken	Simulation_left_150_150M_bracken	Simulation_left_200_150M_bracken	Simulation_left_250_150M_bracken	Simulation_left_300_150M_bracken	Simulation_left_500_150M_bracken
Streptomyces hundungensis	0.0001	0.0002	0	0.0001	0.0002	0.0002	0	0.0001	0.0001	0	0	0.0001	0	0.0002	0.0001	0.0003	0.0001	0.0002	0	0	0	0.0003	0.0001	0.0001	0.0001	0.0001	0.0001	0.0003	0.0004	0.0001	0	0	0.0001	0.0001	0.0055	0.0001	0.0001	0.0005	0.0005	0.0001	0.0002	0.0002	0.0001	0.0001	0.0001	0	0.0008	0.0004	0.0001	0	0.0001	0.0001	0.0003	0.0001
Pseudomonas entomophila	0	0	0	0	0.0001	0	0.0001	0	0.0027	0	0	0.0001	0.0001	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0.0235	0.0002	0	0	0	0.0004	0	0	0.002	0	0	0	0	0.0001	0.0003	0.0001	0	0	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0	0.0001	0
Shewanella sp. Scap07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0.0286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0
Streptomyces sp. TN58	0	0.0001	0	0.0018	0.0002	0.0001	0	0.0001	0.0177	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0.0015	0.0008	0.0001	0	0.0001	0.0001	0.0002	0.0002	0	0.0002	0	0	0	0.0001	0	0.0001	0.0003	0.0002	0.0001	0.0001	0.0001	0	0	0.0001	0	0.0003	0.0002	0.0001	0	0	0	0.0001	0.0001
Chryseobacterium sp. G0162	0	0	0	0	0	0	0.0002	0.0001	0	0.0023	0	0.0003	0	0	0.0007	0.0009	0	0.0001	0	0	0.0001	0	0	0.0009	0	0	0	0	0	0	0.0009	0.0001	0	0.0001	0.0008	0.0002	0.0001	0	0	0	0.0001	0	0	0.0188	0.0001	0	0.0001	0	0.0002	0	0	0	0	0.0001
Rhodanobacter denitrificans	0	0	0	0	0.0002	0	0	0.0001	0.0005	0	0.0011	0	0	0	0	0.0002	0	0.0057	0	0	0	0	0	0.0009	0.0007	0.0002	0	0.0012	0	0	0	0	0	0	0.0004	0.0005	0.0001	0	0	0	0.0002	0.0002	0.0015	0	0.0029	0	0	0	0.0005	0	0.0058	0.0001	0	0.0001
Indioceanicola profundi	0.0001	0	0	0.0002	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0004	0	0	0	0	0.0001	0	0	0	0
Sphingobium sp. TKS	0	0	0	0	0.0001	0.002	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0.023	0	0	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0	0	0	0	0	0	0.0004	0	0	0	0	0	0.0002	0	0	0	0.0002	0	0	0	0.0001	0	0.0001	0	0.0004	0.0005
Paenibacillus sp. Y412MC10	0	0	0.0001	0	0.0026	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0	0	0	0.0097	0	0.0141	0	0.0001	0	0.0001	0	0	0	0.0005	0.0001	0.0001	0	0.0003	0	0	0	0	0	0
Streptomyces albireticuli	0.0001	0.0003	0	0.0002	0.0002	0.001	0	0.0003	0.0001	0	0.0001	0.0001	0	0.0018	0.0005	0.0003	0.0001	0.0001	0	0	0	0.0002	0.0001	0.0004	0.0001	0.0001	0.0001	0.0003	0.0003	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0005	0.0004	0.0002	0.0003	0.0001	0.0001	0.0001	0.0005	0	0.0008	0.0002	0.0001	0	0.0001	0	0.0009	0.0002
Burkholderia thailandensis	0.0007	0.0003	0	0	0.0002	0.0002	0.0002	0	0.0002	0.0001	0	0	0.0001	0	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0001	0	0.0007	0.0001	0.0001	0	0.0002	0.0004	0.0001	0.0001	0.0004	0.0004	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0006	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0012	0	0	0.0001
Pirellula sp. SH-Sr6A	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus warneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces nitrosporeus	0	0.0002	0	0.0001	0.0002	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0002	0.0001	0.0002	0.0001	0.0003	0	0	0.0001	0.0209	0	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0004	0.0003	0.0001	0.0002	0.0001	0.0004	0.0001	0.0001	0	0.0005	0.0002	0.0001	0	0	0	0.0001	0.0001
Capnocytophaga ochracea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans sp. BNC1	0	0.0002	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0.0001	0.0001	0	0.0016	0	0	0.0002	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0
Gordonia polyisoprenivorans	0	0	0.0022	0	0.0001	0	0	0	0.0002	0	0.0001	0	0	0	0.0002	0.0002	0	0	0	0	0	0.0001	0.0003	0	0	0.0001	0	0.0001	0.0002	0.0001	0	0	0	0.0073	0.0024	0	0.0001	0	0.0003	0.0003	0	0	0	0.0001	0.0001	0.0012	0.0005	0	0	0	0	0	0.0002	0.0001
Microbacterium foliorum	0.0001	0	0	0.0001	0.0001	0.0002	0.0001	0.0001	0.0001	0	0.0001	0	0	0	0.0001	0.0001	0.0001	0.0001	0	0.0001	0	0.0001	0.0002	0.0001	0.0003	0.0001	0.0001	0.0004	0.0001	0.0002	0.0001	0	0.0014	0.0001	0.0001	0.0002	0	0	0.0001	0	0	0.0001	0.0001	0.0001	0	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
Homo sapiens	0.0005	0.0001	0.0002	0.0002	0.0004	0.0003	0.0003	0.0003	0.0003	0.0008	0.0001	0.0004	0.0002	0.0003	0.0003	0.0004	0.0003	0.0003	0.0004	0.0004	0.0004	0.0003	0.0004	0.0002	0.0003	0.0003	0.0003	0.0004	0.0003	0.0004	0.0003	0.0002	0.0002	0.0003	0.0004	0.0004	0.0001	0.0002	0.0003	0.0001	0.0004	0.0003	0.0002	0.0003	0.0003	0.0002	0.0005	0.0002	0.0003	0.0003	0.0006	0.0003	0.0004	0.0003
Paracoccus pantotrophus	0	0	0	0.0001	0.0001	0.0003	0.0001	0.0002	0.0002	0.0006	0.0001	0.0002	0.0001	0.0002	0.0003	0.0001	0.0001	0.0001	0.0007	0.0001	0	0	0.0001	0.0001	0.001	0.0001	0.0001	0	0	0	0.0004	0	0.0001	0.0002	0.0001	0.0001	0	0	0.0001	0.0001	0.0001	0.0002	0.0005	0.0001	0.0002	0	0.0002	0.0001	0.0003	0.0009	0.0078	0.0008	0.0002	0.0003
Candidatus Thiodictyon syntrophicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161	0.0003	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter daltonii	0	0	0	0	0	0	0	0.0028	0	0	0	0	0.0068	0	0.0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. GR 6-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0.0087	0	0	0	0	0	0	0	0.0001	0	0.0004	0	0	0.0001	0
Flintibacter sp. KGMB00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.0312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0
Tenacibaculum maritimum	0	0.0002	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0032	0	0	0.0005	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0	0.0001	0.0001	0	0	0	0	0.0046	0.0001	0	0	0.0021	0	0.0001	0	0	0	0	0.0001	0	0
Clostridium taeniosporum	0	0	0	0	0	0	0	0	0	0.0003	0	0	0.0103	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0.0001	0	0.0001	0	0.0001
Oceanispirochaeta crateris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquicella lusitana	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter woesei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0.0045	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0
Spirosoma sp. KCTC 42546	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0002	0	0	0	0	0	0.0005	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0.0002	0	0	0	0	0
Phaeobacter porticola	0	0	0	0	0	0.0001	0.0001	0	0.0002	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0.0001	0	0	0	0.0001	0.0001	0
Lactobacillus heilongjiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0.0001	0.0001	0	0	0	0	0.0001	0.0001	0.0001	0	0	0.0007	0	0.0001	0	0	0.0002	0	0	0	0	0	0	0	0	0.0002	0	0
Bradyrhizobium oligotrophicum	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0.0001	0	0.0001	0	0.0001	0.0001	0	0	0	0.0019	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0205	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0.0001
Burkholderia plantarii	0.0001	0	0	0	0	0.0001	0.0001	0	0.0001	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0.0004	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0.0001	0.0001	0	0	0.0092
Ochrobactrum quorumnocens	0	0.0002	0	0	0	0	0.0001	0.0007	0	0	0	0	0	0	0.0001	0	0.0112	0	0	0.0001	0	0	0.0001	0.0006	0.0004	0	0.0001	0	0	0	0	0	0	0	0.0007	0	0	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0.0001	0	0	0	0	0
Actinobacillus pleuropneumoniae	0	0	0	0	0	0	0	0	0	0	0	0.0338	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0003	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix sp. 336/3	0	0	0	0	0	0	0	0	0.0162	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0003	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia pseudomultivorans	0.0002	0	0	0.0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0
Kitasatospora sp. NA04385	0	0.0001	0	0.0045	0.0002	0.0001	0	0.0001	0	0	0.0002	0.0001	0	0.0001	0.0004	0.0001	0.0001	0.0006	0	0	0	0.0001	0.0001	0	0.0001	0.0008	0.0001	0.0005	0.0013	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0.0002	0	0.0005	0.0014	0.0001	0.0001	0	0	0.0001	0	0.0007	0.0001	0	0	0.0001	0	0.0001	0.0022
Exiguobacterium mexicanum	0	0.0032	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0
Komagataeibacter europaeus	0	0.0057	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.0007	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0
Streptomyces sp. CCM_MD2014	0	0.0001	0	0.0001	0.0001	0.0003	0.0004	0.0001	0	0	0.0001	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0	0	0.001	0.0003	0	0.0044	0	0.0001	0	0.0002	0.0002	0	0	0	0.0001	0	0.0001	0.0002	0.0001	0.0013	0.0003	0.0002	0.0003	0.0001	0.0001	0.0001	0.0005	0	0.0003	0.0004	0.0001	0	0	0	0.0017	0.0001
Caulobacter henricii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0111	0	0	0	0	0	0	0	0	0	0	0	0
Ereboglobus luteus	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.0274	0	0	0	0	0
Tannerella forsythia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides ovatus	0	0.0006	0.0001	0	0.0311	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0	0.0003	0	0	0.0001	0	0.0001	0.0001	0	0.0003	0	0	0.0001	0.0001
Nocardia seriolae	0	0.0001	0.0001	0.0008	0.0001	0.0001	0.0001	0	0.0001	0	0.0007	0	0.0001	0	0.0001	0	0.0001	0.0001	0	0	0	0.0001	0.0004	0	0.0003	0.0007	0.003	0.0001	0.0002	0.0001	0.0001	0.0001	0.0005	0.0002	0.0001	0.0002	0.0001	0.0001	0	0	0.0019	0.0003	0.0013	0.0003	0.0002	0.001	0.0011	0.0001	0	0.0001	0.0001	0.0064	0.0003	0.0001
Enterobacter sp. 638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0
Nocardiopsis alba	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0	0	0	0	0.0042	0	0.0003	0	0	0	0.0001	0.0006	0	0.0001	0	0.0023	0.0004	0.0001	0.0001	0	0	0.0004	0	0.0009	0.0006	0.0001	0	0	0	0	0	0	0.0039	0	0	0.0003	0	0.0014	0.0015	0.0016	0	0.0001	0.001
Verminephrobacter eiseniae	0	0	0	0	0.0002	0.0001	0	0.0001	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0002	0	0	0	0.0004	0.0001	0	0	0	0	0	0.0001	0.0025	0.0001	0.0001	0	0	0	0	0	0.0002	0	0	0	0	0.0001
Roseobacter denitrificans	0	0	0	0	0.0001	0.0001	0.0001	0	0.0002	0.0001	0	0.0001	0.0001	0.0213	0	0.0001	0.0001	0.0001	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0	0	0.0001	0	0.0001	0	0.0001	0.0026	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0	0	0	0.0001	0.0001	0.0039
Streptomyces pluripotens	0	0.0002	0	0.0001	0.0001	0.0003	0	0.0001	0.0001	0	0	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0	0	0	0.0005	0	0.0001	0.0001	0.0001	0	0.0001	0.0002	0	0	0	0.0001	0	0.0001	0.0001	0.0001	0.0017	0.0002	0.0003	0.0004	0.0002	0.0001	0.0001	0.0183	0	0.0003	0.0003	0.0001	0	0.0001	0.0001	0.0003	0.0001
Tetragenococcus osmophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiangella sp. DSM 45060	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0002	0.0001	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0.0055	0.0001	0.0001	0	0.0001	0	0.0018	0.0001	0.0001	0.0002	0.0001	0.0034	0.0009	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0002	0	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0006	0	0.0006	0.0001	0	0.0001	0.0001	0	0.0001	0.0001
Clostridium acetobutylicum	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0
Peptoniphilus ivorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0
Corynebacterium provencense	0	0	0	0	0.0021	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0178	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella sp. BN140058	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0.0001	0.0002	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0.0044	0.0001	0	0	0.0035	0	0	0	0.0001	0.001	0.0001	0	0	0	0.0001	0.0001	0.0001	0	0.0116	0	0	0	0	0	0	0	0.0001	0.0067
Massilia sp. YMA4	0.0002	0	0	0	0.0001	0	0.0004	0.0004	0.0003	0	0.0007	0.0001	0.0003	0	0	0	0	0.0002	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0.0003	0.0002	0	0	0.0002	0	0	0.0001	0	0	0	0	0	0.0002	0	0.0001	0	0	0	0	0.0002	0	0	0	0.0026
Streptomyces globisporus	0.0001	0.0001	0.0002	0.0001	0.0001	0.0001	0	0.0008	0.0004	0	0.0001	0.0001	0	0.0089	0.0001	0.0002	0.0002	0.0001	0	0	0	0.0002	0	0.0001	0.0001	0.0001	0.0001	0.0002	0.0002	0	0	0	0.0001	0	0.0001	0.0031	0	0.0005	0.0002	0.0001	0.0002	0.0001	0.0001	0.0003	0.0001	0	0.0004	0.0002	0.0001	0	0	0	0.0001	0.0001
Streptomyces sp. So13.3	0.0001	0.0003	0.0001	0.0003	0.0013	0.0003	0	0.0002	0.0001	0	0.0001	0.0002	0	0.0002	0.0002	0.0003	0.0002	0.0003	0	0	0.0001	0.0003	0.0001	0.0001	0.0001	0.0002	0.0001	0.0003	0.0011	0.0001	0.0001	0.0001	0.0001	0.0002	0.0002	0.0002	0.0002	0.0006	0.0045	0.0001	0.0003	0.0003	0.0001	0.0001	0.0002	0	0.0052	0.0003	0.0001	0	0.0001	0.0001	0.0004	0.0001
Rhodococcus sp. S2-17	0	0.0001	0.0001	0.0001	0	0.0008	0.0001	0	0.0001	0	0.0002	0	0	0	0.0001	0	0	0	0	0	0	0	0.0004	0	0	0	0.0001	0	0.0002	0.0001	0	0	0	0.0001	0.0001	0.0001	0.0001	0	0	0	0	0.0001	0	0.0001	0	0.0002	0.0002	0	0	0	0.0002	0.0002	0.027	0.0001
Acetobacter aceti	0	0.0002	0	0	0.0001	0.001	0.0004	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0011	0	0	0	0	0	0	0.0001	0.0002	0	0	0.0001	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0
Barnesiella viscericola	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0.0002
Streptococcus thermophilus	0	0	0	0	0	0	0	0.0005	0.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123	0	0	0	0	0.0001	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0
Streptomyces sp. SM18	0.0001	0.0002	0	0.0002	0.0002	0.0002	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0002	0.0001	0.0002	0.0001	0.0003	0	0	0.0001	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0	0	0	0.0001	0	0.0001	0.0001	0.0001	0.0005	0.0003	0.0001	0.0002	0.0001	0.0005	0.0001	0.0001	0	0.0005	0.0003	0.0001	0	0	0	0.0002	0.0001
Octadecabacter arcticus	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0084	0.0001	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0	0	0	0	0.0001	0.0001
Sphingomonas sp. C8-2	0	0	0	0	0.0001	0.0003	0	0.0001	0.0001	0	0	0.0001	0.0002	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.0001	0	0.0001	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0.0001	0	0.0001	0.0001
Rhodopseudomonas palustris	0.0003	0.0002	0	0.0002	0.0003	0.0003	0.0003	0.0002	0.0003	0.0002	0.0001	0.0002	0.0002	0.0001	0.0001	0.0002	0.0002	0.0003	0.0001	0.0004	0.0001	0.0002	0.0017	0.0002	0.0004	0.0002	0.0002	0.0002	0.0001	0.0002	0.0002	0.0001	0.0003	0.0004	0.0001	0.0016	0.0003	0.0001	0.0003	0.0001	0.0002	0.0002	0.0001	0.0005	0.0002	0	0.0002	0.0001	0.0003	0.001	0.0003	0.0001	0.0002	0.0002
Clavibacter michiganensis	0.0003	0.0001	0.0001	0.0001	0.0002	0.0002	0.0001	0.0001	0.0002	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0002	0	0.0002	0.0001	0.0001	0.0005	0.0001	0.0001	0.0001	0.0002	0.0006	0.0001	0.0004	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0001	0	0.0001	0.0121	0.0001	0.0002	0.0001	0.0002	0.0001	0	0.0002	0.0001	0.0001	0.0001	0.0031	0.0001	0.0001	0.0002
Weissella cryptocerci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278	0	0	0	0
Erythrobacter sp. KY5	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava nitratireducens	0	0	0	0.0001	0.0001	0.0002	0.0003	0.0001	0.0002	0.0004	0	0.0002	0.0002	0.0002	0.0001	0.0002	0.0001	0.0001	0.0002	0	0	0	0.0002	0.0001	0.0122	0.0001	0.0001	0	0	0	0.0001	0	0.0002	0.001	0	0.0006	0	0	0	0.0001	0.0001	0.0002	0.0001	0.0008	0.0001	0	0.0002	0.0001	0.0001	0.0001	0.0001	0.0008	0.0002	0.0001
Rhizobium sp. NT-26	0	0.0001	0	0	0	0	0.0052	0.0002	0	0	0	0	0	0.0001	0	0	0	0	0	0.0005	0	0	0.0001	0.0001	0.0001	0	0	0	0	0.0003	0	0.0001	0.0003	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0.0121	0.0001	0.0008	0.0174	0.0001	0
Geobacter sp. M18	0	0	0	0	0	0	0.0001	0.0003	0	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0026	0	0	0	0	0
