name	Simulation_left_010_007_5M_k	Simulation_left_020_007_5M_k	Simulation_left_050_007_5M_k	Simulation_left_100_007_5M_k	Simulation_left_150_007_5M_k	Simulation_left_200_007_5M_k	Simulation_left_250_007_5M_k	Simulation_left_300_007_5M_k	Simulation_left_500_007_5M_k	Simulation_left_010_015M_k	Simulation_left_020_015M_k	Simulation_left_050_015M_k	Simulation_left_100_015M_k	Simulation_left_150_015M_k	Simulation_left_200_015M_k	Simulation_left_250_015M_k	Simulation_left_300_015M_k	Simulation_left_500_015M_k	Simulation_left_010_030M_k	Simulation_left_020_030M_k	Simulation_left_050_030M_k	Simulation_left_100_030M_k	Simulation_left_150_030M_k	Simulation_left_200_030M_k	Simulation_left_250_030M_k	Simulation_left_300_030M_k	Simulation_left_500_030M_k	Simulation_left_010_045M_k	Simulation_left_020_045M_k	Simulation_left_050_045M_k	Simulation_left_100_045M_k	Simulation_left_150_045M_k	Simulation_left_200_045M_k	Simulation_left_250_045M_k	Simulation_left_300_045M_k	Simulation_left_500_045M_k	Simulation_left_010_090M_k	Simulation_left_020_090M_k	Simulation_left_050_090M_k	Simulation_left_100_090M_k	Simulation_left_150_090M_k	Simulation_left_200_090M_k	Simulation_left_250_090M_k	Simulation_left_300_090M_k	Simulation_left_500_090M_k	Simulation_left_010_150M_k	Simulation_left_020_150M_k	Simulation_left_050_150M_k	Simulation_left_100_150M_k	Simulation_left_150_150M_k	Simulation_left_200_150M_k	Simulation_left_250_150M_k	Simulation_left_300_150M_k	Simulation_left_500_150M_k
Desulfatibacillum aliphaticivorans	0	0	0	0	0	0	0	0.001077	0	0	0	0	0	0	0.001228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005956	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella benthica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001914	0	0	0	0	0	0	0	0	0	0	0	0.006333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005862	0	0	0	0
Mycolicibacterium aurum	0	0	0	0	0	0	0	0	0.00145	0	0	0	0.0003769	0	0	0	0.0007825	0	0	0	0	0.0004884	0	0	0	0.0001394	0	0	0.004337	0	0	0	0	0	0	0	0.0002273	0	0	0	0	0	0	0.0002461	0	0	0	0	0	0	0.0001661	0	0	0
Pseudoalteromonas sp. 13-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00774	0
Micromonospora carbonacea	0	0	0.0001457	0	0	0.0003457	0	0.001528	0.0002231	0	0	0.0002536	0	0	0	0.0001614	0	0.0003241	0	0	0	0	0	0.0004318	0.000134	0.0001077	0	0.0001502	0	0	0	0.0007408	0.000259	0	0.0001273	0.0001125	0	0	0	0	0.0006632	0	0	0.0001665	0	0	0.0001254	0	0	0.0002139	0	0.001024	0.0006082	0.0003547
Nocardia wallacei	0	0	0	0.003719	0	0	0	0	0	0	0.0007127	0	0	0	0	0	0	0	0	0	0	0	0.000314	0	0.0003031	0.0001346	0	0	0	0	0.0001054	0	0.0001098	0.0001276	0	0.0001056	0	0	0	0	0	0.0001417	0.0002405	0.0003596	0	0.001252	0.0004011	0	0	0	0	0	0.000163	0
Streptomyces cadmiisoli	0	0	0	0	0	0.0003815	0	0	0	0	0	0	0	0	0	0.0001699	0	0	0	0	0	0.0005725	0	0	0	0	0.002837	0	0	0	0	0	0	0	0	0	0	0.002422	0.0001236	0.0003276	0.0003824	0.0001566	0	0	0	0	0.0001703	0.0003489	0.0001356	0	0	0	0.0001382	0
Sphingopyxis sp. QXT-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008018	0	0	0
Glaciecola amylolytica	0	0	0	0	0.008142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces tuirus	0	0	0	0	0	0.0002813	0	0	0	0	0	0	0	0	0	0	0.0001617	0	0	0	0	0.0002552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001799	0	0.0002065	0.00487	0	0	0	0	0	0	0.000211	0	0	0	0.0001525	0	0.0001752
Paracoccus mutanolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002279	0	0	0	0	0.00788	0	0	0	0
Loigolactobacillus coryniformis	0	0	0	0	0	0	0.0003715	0	0	0	0	0.003398	0	0	0	0	0.0001723	0	0	0	0	0	0	0	0	0	0.001784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001605	0	0	0.002218
Nocardia cyriacigeorgica	0	0	0	0.0005631	0.0001165	0	0	0	0	0	0.0008237	0	0.0001318	0	0	0	0.0002243	0.0001459	0	0	0	0	0.000313	0	0.0001961	0.0002943	0	0	0.0001842	0.0001071	0	0	0.0002015	0.000212	0.0001222	0.0002013	0	0	0	0	0	0.0003835	0.000767	0.0002187	0.0001818	0.001101	0.001324	0	0	0	0	0.0001164	0.0001622	0
Saccharospirillum mangrovi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004262	0	0	0	0	0	0	0	0.001858	0	0	0	0	0	0	0	0	0	0.0005987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005439	0	0.0008219
Acinetobacter ursingii	0	0	0	0	0	0	0.0005217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio sp. IOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009878	0	0	0	0	0.006821	0	0	0	0	0	0	0	0.0002534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. SYK-6	0	0	0	0	0	0.0001407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004061	0	0	0	0	0	0	0	0.003858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echinicola strongylocentroti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007581	0	0	0	0	0	0	0	0	0	0	0	0	0.0004407
Planococcus antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007636	0	0	0	0	0	0	0	0.0006012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006644	0
Tissierella sp. JN-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas tructae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001656	0	0	0	0	0.005406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002422	0	0	0	0	0	0	0	0	0
Brachybacterium faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005841	0	0	0	0.0001647	0	0	0.0005683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001413	0	0
Citrobacter rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0.007606	0	0	0	0	0	0	0	0	0	0	0	0	0.0001071	0	0	0	0	0	0	0	0	0	0	0.0002447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter freundii	0	0	0	0.004715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003094	0	0	0.0001203	0	0	0	0	0	0	0	0	0	0	0.0004184	0	0	0	0	0	0	0	0.0004332	0	0	0	0	0	0.001961	0	0	0
Tistrella mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007032	0	0	0	0	0	0	0	0	0	0.0009247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia putida	0	0	0	0	0	0	0.0002239	0	0	0	0.0001729	0	0.0003031	0	0	0	0	0.0001488	0	0	0	0	0	0	0	0.006941	0	0	0	0	0.0001549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia insulae	0	0	0.0003989	0	0	0	0	0	0.0001557	0	0	0	0	0	0.0001194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001018	0	0.002802	0	0	0	0	0	0	0	0	0.0003928	0	0	0	0	0.002641	0.001112	0.0001147	0	0	0	0	0	0.0001013	0
Maribacter sp. 1_2014MBL_MicDiv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007228	0.0001075	0.0006016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodanobacter denitrificans	0	0	0	0	0	0	0	0	0.0001803	0	0.0005403	0	0	0	0	0	0	0.002981	0	0	0	0	0	0.0003257	0.0002125	0	0	0.000106	0	0	0	0	0	0	0.0001504	0.0001446	0	0	0	0	0	0	0	0	0.0002415	0	0	0	0.0001406	0	0.002914	0	0	0
Fusobacterium nucleatum	0	0	0	0	0	0	0	0	0.0003536	0	0	0	0	0	0	0	0	0	0	0	0.001859	0	0	0	0	0.0001985	0	0	0	0	0	0	0	0.0005336	0	0	0	0	0	0	0	0	0	0	0.004819	0	0	0	0	0	0	0	0	0.0001573
Cellulomonas sp. Y8	0.0002636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001364	0	0	0	0	0	0	0	0	0.0001177	0	0	0	0.0001982	0	0	0	0	0	0	0.0001234	0	0	0	0.0001922	0	0	0.0001198	0	0.006751	0	0	0	0	0	0	0	0	0	0
Methylophaga nitratireducenticrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006815	0
Tenacibaculum dicentrarchi	0	0.0001071	0	0	0	0	0.007538	0	0	0	0	0	0	0	0	0	0	0	0.0002514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentilactobacillus hilgardii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001373	0	0	0	0.007624	0	0	0	0	0	0
Lysinibacillus agricola	0	0	0	0	0	0	0	0.0001263	0	0	0	0	0	0.007516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002188	0	0
Levilactobacillus zymae	0	0	0	0.0004339	0	0	0	0	0	0	0.00689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000527	0	0	0	0	0	0	0	0	0
Carboxydothermus hydrogenoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005849	0
Thauera chlorobenzoica	0	0	0	0.007529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio ferrophilus	0	0	0.007808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides caccae	0	0.0001183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005459	0	0	0	0	0	0	0	0	0	0	0.002218	0
Pimelobacter simplex	0	0	0.0002695	0	0	0.0001464	0	0.002824	0	0	0	0	0	0	0	0	0	0.0001277	0	0	0	0	0.0001134	0	0.000345	0	0.0001226	0.0001922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003261	0.0001522	0	0	0	0	0	0.000228	0	0	0
Deinococcus actinosclerus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001165	0	0	0	0	0.005331	0.0001912	0	0	0.0008945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001847	0	0	0
Crassaminicella thermophila	0	0	0	0	0.006656	0	0	0	0.001105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella longbeachae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004836	0	0	0	0	0.002146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002666	0	0	0.0004807	0	0	0
Alloactinosynnema sp. L-07	0	0.0001397	0	0	0	0.0002376	0	0	0	0	0.004641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0.0001486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium novyi	0	0	0	0	0	0	0.002177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005522	0	0	0
Halioglobus pacificus	0	0	0	0	0	0.0001511	0	0	0	0	0	0.007528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema phagedenis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231	0	0.002123	0	0	0	0	0	0.003227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella hathewayi	0	0	0	0	0	0	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002568	0	0	0	0	0	0	0	0
Halomonas sp. SF2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003004	0	0	0.004048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	0	0	0	0	0	0	0	0	0.0009193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006105	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292	0	0	0	0	0	0	0	0.0008747	0.0003227	0
Roseithermus sacchariphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007619	0	0	0	0	0
Colwellia sp. PAMC 20917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007324	0
Ephemeroptericola cinctiostellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004126	0	0.001762	0	0.0007402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009633	0
Shinella sp. HZN7	0	0.0001007	0	0.00013	0	0	0	0	0	0	0	0	0.0001143	0	0	0	0	0	0	0.000838	0	0	0	0	0	0	0	0	0	0	0	0	0.0001162	0	0	0	0	0	0.0001178	0	0	0.005886	0	0	0	0	0	0	0.0001275	0	0.000152	0	0	0
Polystyrenella longa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces pristinaespiralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403	0.0001019	0	0	0	0	0	0	0	0.0001355	0	0	0	0	0	0	0
Virgibacillus dokdonensis	0	0	0	0	0	0	0	0	0.0004072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004861	0	0	0	0	0	0	0	0	0.006671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. 11515TR	0	0	0	0	0.0005916	0	0	0.00415	0	0	0	0	0	0.0008445	0	0	0	0	0	0.0002483	0	0	0.0003438	0	0	0	0	0	0	0.0005695	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004497	0	0	0	0	0	0.0003548	0	0	0	0
Corallococcus macrosporus	0	0	0	0.0001687	0	0	0	0.001833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005269	0	0	0	0	0	0	0.0002119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002685	0	0	0	0	0	0.004538	0	0	0	0.0002565	0	0	0	0	0	0	0	0
Pseudomonas sp. CMR5c	0	0	0	0	0	0	0	0	0.001515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005586	0	0	0	0	0.000217	0	0	0	0	0	0.0001456	0	0	0	0	0	0	0	0
Rhodobacter sp. LPB0142	0	0	0	0	0	0	0.0001207	0	0	0.0001886	0	0	0	0	0.0001277	0.0001017	0	0	0.0006655	0	0	0	0	0	0.0007343	0.0002444	0	0	0	0	0	0	0	0	0.000483	0	0	0	0	0	0.0001565	0.0001117	0	0.004108	0	0	0	0	0	0	0.0001105	0.0001556	0.0001332	0
Helicobacter cinaedi	0	0	0	0.0002328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006081	0	0	0	0	0	0	0	0	0	0	0	0.003979	0	0	0	0	0	0	0	0	0	0	0.002497	0	0	0	0	0	0.0001134	0	0	0
Actinomyces marmotae	0	0	0	0	0	0	0	0.0002524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007171	0	0	0	0	0	0	0	0	0	0	0
Selenomonas sputigena	0	0	0	0.002771	0	0	0	0.0003437	0	0	0	0	0	0	0	0	0	0	0	0.0003832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0.002297	0	0	0	0	0	0	0	0	0	0
Vibrio europaeus	0	0	0	0	0	0	0	0	0	0	0	0	0.007413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter sp. KBS0701	0	0	0	0	0	0.0001703	0	0	0	0	0	0	0	0	0	0.0002405	0	0	0	0	0	0	0	0	0.0001926	0.0001757	0	0	0	0	0	0	0	0	0.005363	0	0	0	0	0	0	0	0.001268	0	0	0	0	0	0	0	0	0	0	0
Candidatus Planktophila vernalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium hwasookii	0	0	0	0	0	0	0	0	0.0001209	0	0	0	0	0	0	0	0	0	0	0	0.001221	0	0	0	0	0.004498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001541
Ethanoligenens harbinense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobacillus composti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004386	0	0	0	0	0	0
Tolumonas auensis	0	0	0	0	0	0	0	0	0.006229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001088	0	0	0	0	0	0	0	0	0	0	0
Zobellia galactanivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006053	0	0
Actinomadura sp. WMMB 499	0	0.00013	0	0.0005032	0.0003861	0	0	0.0001807	0.0001556	0	0	0	0	0.0001083	0	0	0.0002457	0	0	0	0	0.0003132	0.0005012	0	0	0	0.0004796	0.0001551	0	0.0009584	0.0004668	0.0001246	0.0002307	0	0.0002945	0.0002384	0	0	0	0	0.0005149	0	0	0	0.0003329	0	0.0003792	0	0	0	0.000136	0	0.0002304	0.0002433
Halopseudomonas pelagia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stanieria sp. NIES-3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Thioglobus sp. NP1	0	0	0.007283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonibacter urolithinfaciens	0	0	0	0	0	0	0	0	0.0002557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001024	0	0.0001469	0	0	0	0.0001043	0	0.003182	0	0	0	0	0	0	0	0	0	0	0.0001161	0.001768	0	0	0	0	0	0	0	0	0	0.0006849
Bordetella genomosp. 13	0	0	0	0	0	0	0	0	0.0001692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001176	0	0	0	0	0	0	0	0	0	0.006989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium hongtaonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium sp. HY006	0	0	0	0	0	0	0	0	0.0008142	0	0	0	0	0	0	0	0	0.002429	0	0	0	0	0	0	0	0	0	0.0002494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003603	0	0	0	0	0	0	0	0.0001691	0	0	0	0
Chryseobacterium taklimakanense	0	0	0.007048	0	0	0	0	0	0	0.0002037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003622	0	0	0	0.006888	0	0	0	0	0	0	0
Streptomyces lydicus	0	0.000296	0	0.0001215	0.0001143	0.0001793	0	0.0001411	0	0	0	0	0	0.000146	0	0.0004302	0.0001027	0.0007743	0	0	0	0.0002097	0	0	0.0002112	0.0001425	0	0.0001557	0.0002519	0	0	0	0	0	0	0	0	0.0008372	0.0002483	0.0001328	0.001256	0.0001222	0	0.00018	0.0001221	0	0.000328	0.0001493	0	0	0	0.0002942	0.0001963	0.0001006
Streptomyces sp. W1SF4	0	0	0	0.0001369	0.0001875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006063	0	0	0	0	0	0	0.0001741	0	0	0	0	0	0	0	0	0.0002956	0.0001378	0	0.0001082	0	0	0	0	0	0.0001359	0	0	0	0	0	0	0
Spongiibacter sp. IMCC21906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004585	0	0	0	0	0	0	0	0	0
Burkholderia pseudomultivorans	0	0	0	0.007204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium yanoikuyae	0	0	0	0	0	0.0007453	0	0.0001884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003201	0.0001938	0	0	0	0	0	0	0	0	0	0.002766	0	0	0	0	0	0	0	0	0.0001081
Chloroflexus aurantiacus	0	0	0	0	0	0	0	0.003097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268	0	0	0	0	0	0	0.00383	0	0	0	0	0	0	0	0	0	0
Amycolatopsis sp. Hca4	0	0.0006536	0	0.0001021	0	0.0001183	0	0	0.0007885	0	0.0003971	0	0.0001311	0	0	0	0.003669	0	0	0	0	0	0	0	0	0.0001702	0.0001441	0.0001383	0.000103	0	0	0	0	0	0	0.0001356	0	0	0	0	0	0	0	0.0002069	0	0	0.00016	0.0001507	0	0	0.0001201	0	0	0
